file,review_pmid,outcome,row_count,column_count,cell_count,nonempty_cell_count,empty_cell_count,schema_fingerprint,sha256,verified_exact_cells,corrected_cells,not_visible_cells,source_unavailable_cells,not_applicable_cells
41561801_TNF-alpha.csv,41561801,TNF-alpha,11,5,55,55,0,fc242dce29cbf61d61a087bb5b7ecf908cc8e45dc4b66fa3e44ee8123e885a17,dc1cec33b5a87de94ddc22122c5548fc0b9cd2997d10d2cffd886f694dc7a575,0,0,55,0,0
41561801_WC.csv,41561801,WC,8,5,40,40,0,fc242dce29cbf61d61a087bb5b7ecf908cc8e45dc4b66fa3e44ee8123e885a17,80ab0563920087cbc56322a0b7f1dc6c314c596864854bf9e4af44f55c04e339,0,0,40,0,0
41566983_InfectionLongTerm.csv,41566983,InfectionLongTerm,5,5,25,25,0,469764b4a36f02819a8e2a5e5ef4b16cc0a58034737ef9895da911d676f999d0,25ce7316119156b7a4bc3215631d7072e7d5183fe128349c0484455a83a9626a,0,0,25,0,0
41566983_InfectionShortTerm.csv,41566983,InfectionShortTerm,16,6,96,96,0,98db9222e8b65186fe91154242b05cfb2dd3730f59662ad3831f869f52dbca4f,34048b8cbf2ee5d2c4b518767ded399b41fd8d47629425f432ef96c738104fed,0,0,96,0,0
41566983_MortalityShortTerm.csv,41566983,MortalityShortTerm,5,6,30,30,0,98db9222e8b65186fe91154242b05cfb2dd3730f59662ad3831f869f52dbca4f,3e128ff172c2321b8666dfec1f0a9ef76552f3b68833d8776f26c55574afda74,0,0,30,0,0
41601519_DepressiveSymptoms.csv,41601519,DepressiveSymptoms,16,11,176,176,0,2fbf85f512afadff25251bb1462e8736496da6f957de42817ca99b10e26dec44,fc2c481f2fa8b312c742be83712e37daa65f8cb743f0b87c17c30ae73bede006,0,0,176,0,0
41601519_InsomniaSeverity.csv,41601519,InsomniaSeverity,16,11,176,176,0,2fbf85f512afadff25251bb1462e8736496da6f957de42817ca99b10e26dec44,1b34b0951afc3bea892754a5fb02d91c8bbe956e25c17ea78b9beaca307300c8,0,0,176,0,0
41601519_SleepEfficiency.csv,41601519,SleepEfficiency,6,11,66,66,0,2fbf85f512afadff25251bb1462e8736496da6f957de42817ca99b10e26dec44,e65085f81c2cb7979f6291a186cfd51ccd14dc9aad51cb519fed6538d8d35cc4,0,0,66,0,0
41617837_Anxiety.csv,41617837,Anxiety,4,5,20,20,0,f9a59712f08c7dd2dc2490ef772bde157c737e1895aa803926da184c422406ee,5492345260178eea01b50f242ed84ae99fe91c383f2200232e3290f3e7d55671,0,0,20,0,0
41617837_CompositeMentalIllnesses.csv,41617837,CompositeMentalIllnesses,17,5,85,85,0,f9a59712f08c7dd2dc2490ef772bde157c737e1895aa803926da184c422406ee,e5f6194542301012b35b01928ede3e6690aaa0df726fbdad5adf374e52e7dddd,0,0,85,0,0
41617837_Depression.csv,41617837,Depression,5,5,25,25,0,f9a59712f08c7dd2dc2490ef772bde157c737e1895aa803926da184c422406ee,6e3dd3baba4e0da3c8847df83a3a65898785099481cee6e229055238df03f014,0,0,25,0,0
41617837_MentalHealthDisorders.csv,41617837,MentalHealthDisorders,10,5,50,50,0,f9a59712f08c7dd2dc2490ef772bde157c737e1895aa803926da184c422406ee,69d4f1b63023b05e2b0e7c0f339c5172ee24563d97104ac37b5aa7b12c819916,0,0,50,0,0
41617837_SchizophreniaPsychoticDisorders.csv,41617837,SchizophreniaPsychoticDisorders,6,5,30,30,0,f9a59712f08c7dd2dc2490ef772bde157c737e1895aa803926da184c422406ee,0ff6c0efd97c3c3c4a4163a070dd320cddf264c39644a49d21bf7f6d0b752b99,0,0,30,0,0
41617837_Suicide.csv,41617837,Suicide,5,5,25,25,0,f9a59712f08c7dd2dc2490ef772bde157c737e1895aa803926da184c422406ee,ad9f78f3cd1980ca180c20d431456092627482a1ff68a32932a42634d832b161,0,0,25,0,0
41639651_DBP.csv,41639651,DBP,10,5,50,50,0,469764b4a36f02819a8e2a5e5ef4b16cc0a58034737ef9895da911d676f999d0,67afd03785b04329da2bb91ce7d5dd5a786b60d84a1b8c71a204b6763930c71e,0,0,50,0,0
41639651_SBP.csv,41639651,SBP,10,6,60,60,0,b118bf17fda736d9f44fd266d55dbd3770eb148a36f2a379002a19ed5403659c,c9a9e98231ea72015c275a5dcac8d218f898e7e40274718a4293bd81cdc0baba,10,0,50,0,0
41639864_VEGF.csv,41639864,VEGF,14,5,70,70,0,b0117f9de0f9ea82647d84a16d2a0314056543a3d4772f215d7aab02c4c44b05,99e24461dd37587f27079548919cc8fb1d50ffcdfbb94da4550b12b59945423f,0,0,70,0,0
41652340_CCL2.csv,41652340,CCL2,2,5,10,10,0,fc242dce29cbf61d61a087bb5b7ecf908cc8e45dc4b66fa3e44ee8123e885a17,a2369741448a745b40cf100479a73f439eb3710f033981894738e9d0ccc26101,0,0,10,0,0
41652340_IL-6.csv,41652340,IL-6,2,5,10,10,0,fc242dce29cbf61d61a087bb5b7ecf908cc8e45dc4b66fa3e44ee8123e885a17,554d64231d7c8639031887aa3727e5cc5c8a16d3066579a18d32106a3dc7e98c,0,0,10,0,0
41652340_IL-8.csv,41652340,IL-8,2,5,10,10,0,fc242dce29cbf61d61a087bb5b7ecf908cc8e45dc4b66fa3e44ee8123e885a17,a951bdf9316a7798dd8ccf6b6b5755e6d9fc75ac9cdeeb9ec6422a71a97e2eb0,0,0,10,0,0
41652340_TNF-alpha.csv,41652340,TNF-alpha,2,5,10,10,0,fc242dce29cbf61d61a087bb5b7ecf908cc8e45dc4b66fa3e44ee8123e885a17,5a06fb47fb93f49707bdda5323bbb3686d0860b01656e44a9b0fdd320a82f969,0,0,10,0,0
41656984_Anxiety.csv,41656984,Anxiety,6,11,66,66,0,8d994b35ed2df4ee3ad97cd632d8966d67da7c60faa7cc1bebf2612d3e0ddde2,26230eec426958d87513bc9c1d8752fe8a110b14ce201b0bfecbc9b7bd17fb65,0,0,66,0,0
41656984_Depression.csv,41656984,Depression,13,12,156,156,0,4fd47acb17615ebe3b64f6160045d2abb36244a8cd6384a404a3dabe974e36fd,b30d06b072734ce8f4e88c6ba0898aa43a8a0b8da79cad8949d34630ad1605cf,13,0,143,0,0
41656984_QualityOfLife.csv,41656984,QualityOfLife,12,11,132,132,0,8d994b35ed2df4ee3ad97cd632d8966d67da7c60faa7cc1bebf2612d3e0ddde2,787ecac4f6dca5af57b18f3aa0b092b19291e4321ed82d931984c8f49c129d16,0,0,132,0,0
41656984_SelfEfficacy.csv,41656984,SelfEfficacy,10,11,110,110,0,8d994b35ed2df4ee3ad97cd632d8966d67da7c60faa7cc1bebf2612d3e0ddde2,295221dd77da967719afea223ff92b9bc9739321cbe6f2e7b3f719c259e31e27,0,0,110,0,0
41656984_SelfManagementBehavior.csv,41656984,SelfManagementBehavior,5,11,55,55,0,8d994b35ed2df4ee3ad97cd632d8966d67da7c60faa7cc1bebf2612d3e0ddde2,6ea30f8c43cc0c06d3d3ad941f759b17f8c7d1a93d95264c0566e750830fecfc,0,0,55,0,0
41743679_30CST.csv,41743679,30CST,4,11,44,44,0,3f95ccb347bbc3354e91fc85e37d2f4ef387f4d2ef8c953d025eb73836174cd8,ce97f772f988483c4a7d3906fa976f983ed4e63bd5a9163c1004d468565e2756,0,0,44,0,0
41743679_ArmCircumference.csv,41743679,ArmCircumference,4,11,44,44,0,3f95ccb347bbc3354e91fc85e37d2f4ef387f4d2ef8c953d025eb73836174cd8,24f0e75742a60b66429e38e9c6ec76cb721a9d7e3d9e6c83f56c0305c40417cc,0,0,44,0,0
41743679_ArmCurlTest.csv,41743679,ArmCurlTest,5,11,55,55,0,3f95ccb347bbc3354e91fc85e37d2f4ef387f4d2ef8c953d025eb73836174cd8,3106e7d60a12aa2c86693e434df5c72995a5ef3a02895130836b84406878e293,0,0,55,0,0
41743679_BMI.csv,41743679,BMI,6,11,66,66,0,3f95ccb347bbc3354e91fc85e37d2f4ef387f4d2ef8c953d025eb73836174cd8,893e8e8dc27c8ca28d27be0f71395315989bfaa664de521317d952f498c663f8,0,0,66,0,0
41743679_BackScratch.csv,41743679,BackScratch,4,11,44,44,0,3f95ccb347bbc3354e91fc85e37d2f4ef387f4d2ef8c953d025eb73836174cd8,356aa217cf5d8b4d28afd1c58437fe8c8f9849253259e3863215495fb6fd4f27,0,0,44,0,0
41743679_BodyFatMass.csv,41743679,BodyFatMass,4,11,44,44,0,3f95ccb347bbc3354e91fc85e37d2f4ef387f4d2ef8c953d025eb73836174cd8,5b8bd3205ddee84ae786c1831b0c21c74f0d6dd8d57903b519bacd44018ba0e5,0,0,44,0,0
41743679_BodyFatPercentage.csv,41743679,BodyFatPercentage,6,11,66,66,0,3f95ccb347bbc3354e91fc85e37d2f4ef387f4d2ef8c953d025eb73836174cd8,f0e86455cdce3b6eebfc7074661bf7683688a7f8bc7a411851c4d90605aa2ee4,0,0,66,0,0
41743679_BodyWeight.csv,41743679,BodyWeight,12,11,132,132,0,3f95ccb347bbc3354e91fc85e37d2f4ef387f4d2ef8c953d025eb73836174cd8,0b86efd0410ba0baed94be1a0069858029595a6e77675e7fe6e7d99e19f82fde,0,0,132,0,0
41743679_HDL-C.csv,41743679,HDL-C,4,11,44,44,0,3f95ccb347bbc3354e91fc85e37d2f4ef387f4d2ef8c953d025eb73836174cd8,2137adae1179c9eab5f6d50953a4b49c8f8cb1eac32f9dd03a6e601955e3436b,0,0,44,0,0
41743679_HandGripTest.csv,41743679,HandGripTest,4,11,44,44,0,3f95ccb347bbc3354e91fc85e37d2f4ef387f4d2ef8c953d025eb73836174cd8,02d87a8855e30081755ed408a1e1ae4b794f4ef9fbbe25929bcb2c15a97b4f6b,0,0,44,0,0
41743679_HipCircumference.csv,41743679,HipCircumference,3,11,33,33,0,3f95ccb347bbc3354e91fc85e37d2f4ef387f4d2ef8c953d025eb73836174cd8,cbe9f46a55a34ded250b5f0a0281e188eb4818873077786ce950f86dc18d5588,0,0,33,0,0
41743679_LDL-C.csv,41743679,LDL-C,3,11,33,33,0,3f95ccb347bbc3354e91fc85e37d2f4ef387f4d2ef8c953d025eb73836174cd8,36c8403cce27d1512707cff65d643d1a0ecf43923a77cad9b19ade5d0c09f9c8,0,0,33,0,0
41743679_SitAndReach.csv,41743679,SitAndReach,6,11,66,66,0,3f95ccb347bbc3354e91fc85e37d2f4ef387f4d2ef8c953d025eb73836174cd8,c9ac0cf3a28a663afac70d797a857fbcfed3d260594951d7acfcd96310fb30f9,0,0,66,0,0
41743679_TUG.csv,41743679,TUG,3,11,33,33,0,3f95ccb347bbc3354e91fc85e37d2f4ef387f4d2ef8c953d025eb73836174cd8,2e9942f9945c43302a17d370114aa1369b3fc43ac38d24cdea62da397e87945f,0,0,33,0,0
41743679_ThighCircumference.csv,41743679,ThighCircumference,4,11,44,44,0,3f95ccb347bbc3354e91fc85e37d2f4ef387f4d2ef8c953d025eb73836174cd8,f4b18e552b63c5a38d0c0f3048afb412d91fe6abf9efa1b5e64933e8a2097250,0,0,44,0,0
41743679_TotalCholesterol.csv,41743679,TotalCholesterol,3,11,33,33,0,3f95ccb347bbc3354e91fc85e37d2f4ef387f4d2ef8c953d025eb73836174cd8,fc97d5482172b5574d3b3091fe2cba2f78f4668696afd57c2f55ec024221ff38,0,0,33,0,0
41743679_Triglycerides.csv,41743679,Triglycerides,4,11,44,44,0,3f95ccb347bbc3354e91fc85e37d2f4ef387f4d2ef8c953d025eb73836174cd8,888009ab6214ad5ddb85dfa215b1abda2aa253888dc36215e97f33bfe0741657,0,0,44,0,0
41743679_WaistCircumference.csv,41743679,WaistCircumference,4,11,44,44,0,3f95ccb347bbc3354e91fc85e37d2f4ef387f4d2ef8c953d025eb73836174cd8,bd2ccd4565f3c9b0cb3dffe226e52dd05e9ead3461923f05af430bccdab3679e,0,0,44,0,0
41743679_WaistToHipRatio.csv,41743679,WaistToHipRatio,5,11,55,55,0,3f95ccb347bbc3354e91fc85e37d2f4ef387f4d2ef8c953d025eb73836174cd8,b9eb86926ef2e29c8e62f85196188b3b99f07b452404a76e652d409dd9c6d503,0,0,55,0,0
41761990_Albumin.csv,41761990,Albumin,2,6,12,12,0,3b99a54d8fb98c53b5b6d0d730dfc4ab3dde83dbb6f7a866b7e64b1d1c262ac2,cfd05c234a89e50a8cf6c6751f2c971f821029961395503197362a2d6d691c81,2,0,10,0,0
41761990_BUN.csv,41761990,BUN,4,5,20,20,0,94e4412cb267fc113ca9322d86fa3ef63c3b05378c87ad5be04035d0e2bc90bd,5d9fc62d40c24b28bd9a1fcf5917163b14a6fab0c91cc38e10f7be608be159f9,0,0,20,0,0
41761990_Creatinine.csv,41761990,Creatinine,12,10,120,120,0,ffa67bba4cbf6d5049e60fe79e2fdb3425eab2ebca86096a7087bef28d5cd17c,5b23b3d41a7484c49959853bbe8f54a043983d5de57136ffda0f33c8e357ce6d,60,0,60,0,0
41761990_Urea.csv,41761990,Urea,3,5,15,15,0,94e4412cb267fc113ca9322d86fa3ef63c3b05378c87ad5be04035d0e2bc90bd,6addb0ce839b6f544a061dee41fb165f0064c9be62f8bd3716c8b90e064f32b5,0,0,15,0,0
41761990_UricAcid.csv,41761990,UricAcid,3,5,15,15,0,94e4412cb267fc113ca9322d86fa3ef63c3b05378c87ad5be04035d0e2bc90bd,fa6020c8415206802ef6112aabe47720c5e2d11e351b8f8d86772c8539c63ac4,0,0,15,0,0
41830012_AllCauseMortality.csv,41830012,AllCauseMortality,11,7,77,77,0,04db6d731afa7bef33630c7c045f03d9eba716c8225735b7768d055c9b18340c,5f05211d58b88d6b8af8a3f7ab14b34ba6203a2bf33f3964aa40dff0b7bc534b,0,0,77,0,0
41830012_CardiovascularDeath.csv,41830012,CardiovascularDeath,7,7,49,49,0,04db6d731afa7bef33630c7c045f03d9eba716c8225735b7768d055c9b18340c,b5024cac3f5c0dbd11e8f2b6b8d180ab1a08946e598d447bc768a039737e5890,0,0,49,0,0
41830012_MACE.csv,41830012,MACE,7,7,49,49,0,04db6d731afa7bef33630c7c045f03d9eba716c8225735b7768d055c9b18340c,95381883bf5023cdfd9343312c401c58bb99088c99ceb895a1175a08c42f3440,0,0,49,0,0
41830012_MI.csv,41830012,MI,10,7,70,70,0,04db6d731afa7bef33630c7c045f03d9eba716c8225735b7768d055c9b18340c,61b316b1220e811c1a0007fddbfb1bbd08504162e3b164948698a8b9b879d85c,0,0,70,0,0
41830012_Stroke.csv,41830012,Stroke,11,7,77,77,0,04db6d731afa7bef33630c7c045f03d9eba716c8225735b7768d055c9b18340c,6a9e9c6180309791a5c08e6d0fe33a7ab63f3da34b48b91c49ab6929caef996c,0,0,77,0,0
41835126_HRISymptoms.csv,41835126,HRISymptoms,12,9,108,108,0,baaf6872ab8bd9d882c5d7efc7e886d113f7b49923391d883b7e3009e3902da2,6db55ed06cc167e4629a491f20661985074cee55d3de4fa56824eba3aa318316,12,0,96,0,0
41888952_HDL-C.csv,41888952,HDL-C,13,5,65,65,0,94e4412cb267fc113ca9322d86fa3ef63c3b05378c87ad5be04035d0e2bc90bd,5228ae5484833de34463edde58a50bdf82289ed20da6be4de567c9eb0e2bf984,0,0,65,0,0
41888952_LDL-C.csv,41888952,LDL-C,11,5,55,55,0,94e4412cb267fc113ca9322d86fa3ef63c3b05378c87ad5be04035d0e2bc90bd,d8901e6c0ea950747295a79ecb4a05451758bb25b1e4c31dad95436a17a005a5,0,0,55,0,0
41888952_TC.csv,41888952,TC,13,5,65,65,0,94e4412cb267fc113ca9322d86fa3ef63c3b05378c87ad5be04035d0e2bc90bd,a7b89b3c9eaa220462d55704656f142d8d44b15a5616597754237a1cc027cdda,0,0,65,0,0
41888952_TG.csv,41888952,TG,12,5,60,60,0,94e4412cb267fc113ca9322d86fa3ef63c3b05378c87ad5be04035d0e2bc90bd,ab2b7ee72479e9bc054a4c589f5a48791147629a6b82a1fcf0ae0c9a38fdeb4e,0,0,60,0,0
41901064_DBP.csv,41901064,DBP,11,11,121,121,0,94d97853701dff129ebe04495e65392edd1e00b28a0925fb6c820148da6c89d6,cc04ae22200aee8625a491dd2607aad2ccd6f0571dfcf3a647cbf063dd256c9f,0,0,121,0,0
41901064_SBP.csv,41901064,SBP,11,11,121,121,0,94d97853701dff129ebe04495e65392edd1e00b28a0925fb6c820148da6c89d6,6609ad4efd4363b6adaeebdceeefc0eea042d195bf67bc56825dd07bac6065e1,0,0,121,0,0
41938012_CO.csv,41938012,CO,5,5,25,25,0,1e1a0d98ee9480c52ce66cf1e5674b26d1de5377198560373195af27fa2733ee,14f2393fa1c4e0505a234aed399619c7734a3735fd3fa55dc596c1a4f10cb560,0,0,25,0,0
41938012_HighTemperature.csv,41938012,HighTemperature,12,5,60,60,0,1e1a0d98ee9480c52ce66cf1e5674b26d1de5377198560373195af27fa2733ee,46240c9a817c09a857f6afd93ed5166eda0137098083869c9406cb3b27182600,0,0,60,0,0
41938012_NO2.csv,41938012,NO2,8,5,40,40,0,1e1a0d98ee9480c52ce66cf1e5674b26d1de5377198560373195af27fa2733ee,55cb4af1d7546fbd2fef28ee2d8af37a236b5047368e90d1ec53d258300e34ca,0,0,40,0,0
41938012_Ozone.csv,41938012,Ozone,7,5,35,35,0,1e1a0d98ee9480c52ce66cf1e5674b26d1de5377198560373195af27fa2733ee,c11e558d1e162d9108d6215bb5f126f8535e13ce5f429d1a7bac7670f93272d7,0,0,35,0,0
41938012_ParticulateMatter.csv,41938012,ParticulateMatter,11,5,55,55,0,1e1a0d98ee9480c52ce66cf1e5674b26d1de5377198560373195af27fa2733ee,7897d2e0aede1ce841af9ae1e942ead79e1599201feb137639f0bf5c71060bf8,0,0,55,0,0
41938012_SO2.csv,41938012,SO2,6,5,30,30,0,1e1a0d98ee9480c52ce66cf1e5674b26d1de5377198560373195af27fa2733ee,5bf1362ee432be5ae0c501ee4ad7f770c774ce674d8e32bcb6804b5e3cfb0bdf,0,0,30,0,0
41939286_CVDAdmission.csv,41939286,CVDAdmission,6,5,30,30,0,e3f6a853faf189651bd565bbf4137d40d72137672e0597ce538716c6c1eeba3b,da7e4abbe74b9d7f415d131c541c5c6458fcc45553e126ae7320fc02c01a1674,0,0,30,0,0
41939286_CVDMortality.csv,41939286,CVDMortality,5,5,25,25,0,e3f6a853faf189651bd565bbf4137d40d72137672e0597ce538716c6c1eeba3b,feeb0cba638e3203029ec6bb1edee109ede99278602d1a7a507c2db37fa32f67,0,0,25,0,0
41939286_CVDOverall.csv,41939286,CVDOverall,5,5,25,25,0,e3f6a853faf189651bd565bbf4137d40d72137672e0597ce538716c6c1eeba3b,48b5a100853cf9cfa9c859ae67a5715ca48ad160c4bcc2f70a8eaaa8440416e7,0,0,25,0,0
41970007_DBP.csv,41970007,DBP,8,12,96,96,0,4b4572cd7c0ee938847ccc917868ab742897a8f061653f5fd6cd66aa9e675117,f0f4af571ed53cac6541f1d68cb550965e0032a8b7c8d048bbae90aaddd6f6dd,0,0,96,0,0
41970007_Ozone.csv,41970007,Ozone,2,12,24,24,0,4b4572cd7c0ee938847ccc917868ab742897a8f061653f5fd6cd66aa9e675117,9f7b4c107bb745b48e9e5f8f0fbaa4aa0ff2febe766e157620b330bd2f82f4ae,0,0,24,0,0
41970007_PM1.csv,41970007,PM1,4,12,48,48,0,4b4572cd7c0ee938847ccc917868ab742897a8f061653f5fd6cd66aa9e675117,1e38eacf2fae9080243ff7ffc469bf34d520f76621627d80129d61888c91fffd,0,0,48,0,0
41970007_PM10.csv,41970007,PM10,4,12,48,48,0,4b4572cd7c0ee938847ccc917868ab742897a8f061653f5fd6cd66aa9e675117,520e3d0c3d1b4c1c69c199f92ef13eb94bd78337412a3c3ec445dc893a607d21,0,0,48,0,0
41970007_PM25.csv,41970007,PM25,11,12,132,132,0,4b4572cd7c0ee938847ccc917868ab742897a8f061653f5fd6cd66aa9e675117,eed6cf59684adbb412cd476112c8202b27c898f5bb6dc5e6787799e389cf16d8,0,0,132,0,0
41970007_RespiratorySymptoms.csv,41970007,RespiratorySymptoms,10,12,120,120,0,4b4572cd7c0ee938847ccc917868ab742897a8f061653f5fd6cd66aa9e675117,a9ee3e25fe2ed85ecdf7f0154a2160d51fcd3cf8651fb5123be0641141ce2948,0,0,120,0,0
41970007_SBP.csv,41970007,SBP,8,12,96,96,0,4b4572cd7c0ee938847ccc917868ab742897a8f061653f5fd6cd66aa9e675117,396dc28284a7f9f939df7037dcec90d316a863b250f59735fdb92571c65fd706,0,0,96,0,0
42003421_DBP.csv,42003421,DBP,12,5,60,60,0,94e4412cb267fc113ca9322d86fa3ef63c3b05378c87ad5be04035d0e2bc90bd,f92c2189652e5568054ddad4ac1d5d97133960effb4c27e210ade09375d63ff6,0,0,60,0,0
42003421_SBP.csv,42003421,SBP,12,8,96,96,0,0eb45fd18ba1a5e0882cc44d791b9a3af64cac661352c4b6e697046bf8418085,26e7447c29bcbbb45c2c2e4bc761df5868f9ca4022ebddc27ccf7328c34cc73e,36,0,60,0,0
42015424_ESelectin.csv,42015424,ESelectin,5,5,25,25,0,94e4412cb267fc113ca9322d86fa3ef63c3b05378c87ad5be04035d0e2bc90bd,8df30cf4ac2000dcd81fb5fc234b71d8b7bdd92621dbd790f5c4b46bf724fd30,0,0,25,0,0
42015424_ICAM.csv,42015424,ICAM,8,7,56,56,0,6725c7e11efd962296bfc9d5558ed501cab0c253e66f47872f09597d93054cf8,3869ab53fdd62251c3c4f7e095ac189584495cbbdbd3cebc95d87bcf6ae643e3,16,0,40,0,0
42015424_VCAM.csv,42015424,VCAM,4,5,20,20,0,94e4412cb267fc113ca9322d86fa3ef63c3b05378c87ad5be04035d0e2bc90bd,7270929d1a50e1303345cca9d94726270bd26cdb495e157b687970a30bb74da1,0,0,20,0,0
42032055_Dyspareunia.csv,42032055,Dyspareunia,4,12,48,48,0,88f60dcee37033972d42541a226a725c950640111c242b94276188aec944ff7d,4f4508a645c0437a76eb4cd822226e6923f4db0f44e6605acbafac9023108b6c,0,0,48,0,0
42032055_VaginalDryness.csv,42032055,VaginalDryness,7,13,91,91,0,3e963cf18823f2704865cb6bdcf3695e780fef913341a03eb15bee69f9eac2f3,2bd2d8c09564bca8711a26976aafc0288d711b32d4703eecdb02292eabd075ca,7,0,84,0,0
